graph_size,avg_in_degree,avg_out_degree,avg_total_degree,density,number_of_wccs
21198.0,33.564958958392296,33.564958958392296,67.12991791678459,0.0015834768579701041,8.5
21197.0,33.56288625748927,33.56288625748927,67.12577251497854,0.001583453777009307,8.5
21196.0,33.56437535384035,33.56437535384035,67.1287507076807,0.0015835987428091695,8.5
21195.0,33.562727058268464,33.562727058268464,67.12545411653693,0.001583595690208005,8.5
21194.0,33.56426347079362,33.56426347079362,67.12852694158724,0.0015837429090168273,8.5
21193.0,33.5534374557637,33.5534374557637,67.1068749115274,0.00158330678821082,8.5
21192.0,33.55355794639487,33.55355794639487,67.10711589278974,0.0015833871901465182,8.5
21191.0,33.55474021990467,33.55474021990467,67.10948043980935,0.0015835177074046568,8.5
21190.0,33.55063709296838,33.55063709296838,67.10127418593676,0.001583398796213525,8.5
21189.0,33.552173297465664,33.552173297465664,67.10434659493133,0.0015835460306525234,8.5
21188.0,33.54714932980933,33.54714932980933,67.09429865961866,0.0015833836470387185,8.5
21187.0,33.54830792467079,33.54830792467079,67.09661584934157,0.0015835130711163404,8.5
21186.0,33.54639856509016,33.54639856509016,67.09279713018032,0.001583497690115183,8.5
21185.0,33.54793485957045,33.54793485957045,67.0958697191409,0.0015836449612712637,8.5
21184.0,33.547158232628405,33.547158232628405,67.09431646525681,0.0015836830587087946,8.5
21183.0,33.54706604352547,33.54706604352547,67.09413208705094,0.0015837534719821294,8.5
21182.0,33.54619488244736,33.54619488244736,67.09238976489472,0.001583787114982643,8.5
21181.0,33.53300127472735,33.53300127472735,67.0660025494547,0.0015832389648124338,8.5
21180.0,33.53399433427762,33.53399433427762,67.06798866855524,0.0015833606088237226,8.5
21179.0,33.53536522026536,33.53536522026536,67.07073044053072,0.0015835001048382924,8.5
21178.0,33.536807063934276,33.536807063934276,67.07361412786855,0.001583642964722778,8.5
21177.0,33.53475468668839,33.53475468668839,67.06950937337677,0.0015836208295564973,8.5
21176.0,33.536149414431435,33.536149414431435,67.07229882886287,0.0015837614835622874,8.5
21175.0,33.53766233766234,33.53766233766234,67.07532467532468,0.0015839077329584555,8.5
21174.0,33.53598753187872,33.53598753187872,67.07197506375744,0.0015839034398469143,8.5
21173.0,33.53657960610211,33.53657960610211,67.07315921220422,0.0015840062160448758,8.5
21172.0,33.53776213867372,33.53776213867372,67.07552427734744,0.0015841368919122252,8.5
21171.0,33.53892116574559,33.53892116574559,67.07784233149118,0.0015842664698037597,8.5
21170.5,33.5385308837833,33.5385308837833,67.0770617675666,0.0015842853820087072,8.5
21169.0,33.53488591808777,33.53488591808777,67.06977183617553,0.0015842255252309038,8.5
21168.0,33.53049414210128,33.53049414210128,67.06098828420257,0.0015840928871404206,8.5
21167.0,33.53198374828743,33.53198374828743,67.06396749657486,0.0015842381058436845,8.5
21166.0,33.53344987243693,33.53344987243693,67.06689974487387,0.0015843822287945632,8.5
21165.0,33.53486888731396,33.53486888731396,67.06973777462792,0.0015845241394497243,8.5
21164.0,33.5332404082404,33.5332404082404,67.0664808164808,0.001584522062478874,8.5
21163.0,33.52974531021122,33.52974531021122,67.05949062042244,0.001584431779142388,8.5
21162.0,33.53104621491352,33.53104621491352,67.06209242982705,0.0015845681307553293,8.5
21161.0,33.53246538443363,33.53246538443363,67.06493076886726,0.0015847100843305118,8.5
21160.0,33.533506616257085,33.533506616257085,67.06701323251417,0.0015848341895296134,8.5
21159.0,33.52738787277282,33.52738787277282,67.05477574554564,0.0015846199013504498,8.5
21158.0,33.52885433405804,33.52885433405804,67.05770866811608,0.0015847641127786566,8.5
21157.0,33.52594885853382,33.52594885853382,67.05189771706765,0.001584701685504529,8.5
21156.0,33.52533560219324,33.52533560219324,67.05067120438648,0.0015847476058706326,8.5
21155.0,33.52670763412905,33.52670763412905,67.0534152682581,0.001584887379886974,8.5
21154.0,33.52209983927389,33.52209983927389,67.04419967854778,0.0015847444730900532,8.5
21153.0,33.520966293197176,33.520966293197176,67.04193258639435,0.0015847658043304266,8.5
21152.0,33.5223619515885,33.5223619515885,67.044723903177,0.0015849067160696186,8.5
21151.0,33.52330859061037,33.52330859061037,67.04661718122074,0.0015850264109035636,8.5
21150.0,33.52371158392435,33.52371158392435,67.0474231678487,0.0015851204115525249,8.5
21149.0,33.525083928318125,33.525083928318125,67.05016785663625,0.0015852602576280558,8.5
21148.0,33.5238556837526,33.5238556837526,67.0477113675052,0.0015852771401973142,8.5
21147.0,33.52153969830236,33.52153969830236,67.04307939660472,0.0015852425848057487,8.5
21146.0,33.514967369715315,33.514967369715315,67.02993473943063,0.0015850067330203505,8.5
21145.0,33.51577205013005,33.51577205013005,67.0315441002601,0.0015851197526546563,8.5
21144.0,33.50737797956867,33.50737797956867,67.01475595913735,0.0015847977098599382,8.5
21143.0,33.50799318923521,33.50799318923521,67.01598637847042,0.0015849017684814687,8.5
21142.5,33.50547339811666,33.50547339811666,67.01094679623333,0.0015848200014317183,8.5
21141.0,33.50600728442363,33.50600728442363,67.01201456884726,0.0015849577712593959,8.5
21140.0,33.49853358561968,33.49853358561968,66.99706717123937,0.0015846791989034333,8.5
21139.0,33.49756374473722,33.49756374473722,66.99512748947444,0.0015847082857761952,8.5
21138.0,33.497445359068976,33.497445359068976,66.99489071813795,0.0015847776580909768,8.5
21137.0,33.498509722287935,33.498509722287935,66.99701944457587,0.0015849029959447355,8.5
21136.0,33.49846233913702,33.49846233913702,66.99692467827404,0.0015849757435125156,8.5
21135.0,33.49983439791815,33.49983439791815,66.9996687958363,0.001585115661867992,8.5
21134.0,33.50120658654301,33.50120658654301,67.00241317308603,0.0015852555996092846,8.5
21133.0,33.501750816258934,33.501750816258934,67.00350163251787,0.0015853563702564323,8.5
21132.0,33.503241529434035,33.503241529434035,67.00648305886807,0.0015855019416702492,8.5
21131.0,33.50295773981354,33.50295773981354,67.00591547962708,0.0015855635466073613,8.5
21130.0,33.500141978230005,33.500141978230005,67.00028395646001,0.0015855053234052727,8.5
21129.0,33.49789388991434,33.49789388991434,66.99578777982867,0.0015854739629834501,8.5
21128.0,33.49926637637259,33.49926637637259,66.99853275274518,0.001585613971523292,8.5
21127.0,33.500378662375155,33.500378662375155,67.00075732475031,0.001585741676719453,8.5
21126.5,33.4993712575281,33.4993712575281,66.9987425150562,0.001585731448162145,8.5
21126.0,33.496399260264,33.496399260264,66.992798520528,0.001585628215776294,8.5
21125.5,33.496220013236865,33.496220013236865,66.99244002647373,0.0015856571873279607,8.5
21125.0,33.49641948331933,33.49641948331933,66.99283896663866,0.0015857040916062962,8.5
21124.5,33.49713975630588,33.49713975630588,66.99427951261175,0.0015857756583870057,8.5
21124.0,33.49778907813226,33.49778907813226,66.99557815626451,0.0015858438725149405,8.5
21123.5,33.49839111296259,33.49839111296259,66.99678222592517,0.0015859098540292197,8.5
21123.0,33.49915893235041,33.49915893235041,66.99831786470082,0.0015859836921833569,8.5
21122.5,33.499903147970784,33.499903147970784,66.99980629594157,0.0015860564195693382,8.5
21122.0,33.50012652675027,33.50012652675027,67.00025305350054,0.0015861044883369207,8.5
21121.5,33.50056303523035,33.50056303523035,67.0011260704607,0.0015861626554155676,8.5
21121.0,33.50133110293453,33.50133110293453,67.00266220586906,0.001586236531292086,8.5
21120.5,33.50138881429389,33.50138881429389,67.00277762858778,0.0015862767687186887,8.5
21120.0,33.496804841166096,33.496804841166096,66.99360968233219,0.0015860971499491803,8.5
21119.5,33.497549156786576,33.497549156786576,66.99509831357315,0.0015861699081163752,8.5
21119.0,33.49339088553914,33.49339088553914,66.98678177107828,0.001586010433154646,8.5
21118.5,33.49399299721247,33.49399299721247,66.98798599442495,0.0015860764574572514,8.5
21118.0,33.49355295644956,33.49355295644956,66.98710591289912,0.0015860931156243807,8.5
21117.5,33.49429725905972,33.49429725905972,66.98859451811944,0.0015861658867724828,8.5
21117.0,33.49482843278396,33.49482843278396,66.98965686556792,0.0015862285667927723,8.5
21116.5,33.49545441662606,33.49545441662606,66.99090883325212,0.0015862957450588754,8.5
21116.0,33.49314276729913,33.49314276729913,66.98628553459827,0.0015862237317588062,8.5
21115.5,33.49350811648914,33.49350811648914,66.98701623297828,0.0015862785655653257,8.5
21115.0,33.48996410353624,33.48996410353624,66.97992820707248,0.0015861481443024067,8.5
21114.5,33.49073214214121,33.49073214214121,66.98146428428242,0.001586222063625969,8.5
21114.0,33.49112112459136,33.49112112459136,66.98224224918272,0.0015862780252094283,8.5
21113.5,33.490917726850284,33.490917726850284,66.98183545370057,0.0015863059158763482,8.5
21113.0,33.491638524246625,33.491638524246625,66.98327704849325,0.0015863776140567175,8.5
21112.5,33.49150622853436,33.49150622853436,66.98301245706872,0.001586408882331781,8.5
21112.0,33.492274522261766,33.492274522261766,66.98454904452353,0.0015864828436280907,8.5
21111.5,33.493042888827034,33.493042888827034,66.98608577765407,0.001586556815389461,8.5
21111.0,33.493787625941394,33.493787625941394,66.98757525188279,0.0015866296739666377,8.5
21110.5,33.49422428917096,33.49422428917096,66.98844857834192,0.0015866879339486578,8.5
21110.0,33.493807630128984,33.493807630128984,66.98761526025797,0.0015867057423020236,8.5
21109.5,33.49426804138295,33.49426804138295,66.9885360827659,0.0015867651373944083,8.5
21109.0,33.49325867504565,33.49325867504565,66.9865173500913,0.0015867548473847974,8.5
21108.5,33.49400359895336,33.49400359895336,66.98800719790673,0.001586827741483726,8.5
21108.0,33.49434553978212,33.49434553978212,66.98869107956423,0.001586881532903844,11.5
21107.5,33.48913933398158,33.48913933398158,66.97827866796317,0.0015866722219838262,11.5
21107.0,33.489907879809465,33.489907879809465,66.97981575961893,0.0015867462428008176,11.5
21106.5,33.486977361665595,33.486977361665595,66.97395472333119,0.001586644834832885,11.5
21106.0,33.48774587785721,33.48774587785721,66.97549175571442,0.0015867188599668096,11.5
21106.0,33.48774587785721,33.48774587785721,66.97549175571442,0.0015867188599668096,11.5
21106.0,33.48774587785721,33.48774587785721,66.97549175571442,0.0015867188599668096,11.5
21104.5,33.485972554512614,33.485972554512614,66.97194510902523,0.0015867474918119283,11.5
21104.5,33.485972554512614,33.485972554512614,66.97194510902523,0.0015867474918119283,11.5
21104.5,33.485972554512614,33.485972554512614,66.97194510902523,0.0015867474918119283,11.5
21104.5,33.485972554512614,33.485972554512614,66.97194510902523,0.0015867474918119283,11.5
21104.5,33.485972554512614,33.485972554512614,66.97194510902523,0.0015867474918119283,11.5
21102.0,33.48784738468129,33.48784738468129,66.97569476936258,0.0015870244177994884,15.5
21101.5,33.48861627032957,33.48861627032957,66.97723254065914,0.0015870985100871894,15.5
21101.0,33.48936150415206,33.48936150415206,66.97872300830412,0.0015871714870839524,15.5
21100.5,33.48965601625431,33.48965601625431,66.97931203250862,0.0015872230824185772,15.5
21100.0,33.48819475504588,33.48819475504588,66.97638951009176,0.0015871913600747655,15.5
21099.5,33.48896380313309,33.48896380313309,66.97792760626618,0.0015872654820596973,15.5
21099.0,33.48951936055047,33.48951936055047,66.97903872110093,0.0015873294786328657,15.5
21098.5,33.48879352789262,33.48879352789262,66.97758705578524,0.0015873326625389836,15.5
21098.0,33.48904061983179,33.48904061983179,66.97808123966358,0.0015873820269541594,15.5
21097.5,33.48980985408082,33.48980985408082,66.97961970816164,0.001587456180899818,15.5
21097.0,33.49019942053036,33.49019942053036,66.98039884106072,0.0015875123191096188,15.5
21096.5,33.48562842394625,33.48562842394625,66.9712568478925,0.001587332974254751,15.5
21096.5,33.48562842394625,33.48562842394625,66.9712568478925,0.001587332974254751,15.5
21095.5,33.48692948879267,33.48692948879267,66.97385897758534,0.00158747003453056,15.5
21095.0,33.48560983423384,33.48560983423384,66.97121966846768,0.0015874450321743216,15.5
21094.5,33.46738757596647,33.46738757596647,66.93477515193294,0.0015866174727831258,15.5
21094.0,33.461128831088004,33.461128831088004,66.92225766217601,0.0015863579028634453,15.5
21093.5,33.46175458205522,33.46175458205522,66.92350916411044,0.001586425222953065,15.5
21093.0,33.45929382613711,33.45929382613711,66.91858765227423,0.0015863459777351934,15.5
21092.5,33.45980082966854,33.45980082966854,66.91960165933708,0.0015864076643195297,15.5
21092.0,33.4576246881179,33.4576246881179,66.9152493762358,0.0015863419277603967,15.5
21091.5,33.457632990322814,33.457632990322814,66.91526598064563,0.0015863799343635737,15.5
21091.0,33.45840120782597,33.45840120782597,66.91680241565194,0.0015864540382077236,15.5
21090.5,33.459169498305044,33.459169498305044,66.91833899661009,0.0015865281525579108,15.5
21090.0,33.4594391204984,33.4594391204984,66.9188782409968,0.001586578586494978,15.5
21089.5,33.45859248481814,33.45859248481814,66.91718496963628,0.0015865759988651002,15.5
21089.5,33.45859248481814,33.45859248481814,66.91718496963628,0.0015865759988651002,15.5
21089.5,33.45859248481814,33.45859248481814,66.91718496963628,0.0015865759988651002,15.5
21088.0,33.458379996674765,33.458379996674765,66.91675999334953,0.0015866788112247003,15.5
21087.5,33.458222051337216,33.458222051337216,66.91644410267443,0.0015867089494092817,15.5
21087.0,33.45839667995838,33.45839667995838,66.91679335991677,0.0015867548926986384,15.5
21086.5,33.4582149629204,33.4582149629204,66.9164299258408,0.0015867839077973282,15.5
21086.0,33.45537226401336,33.45537226401336,66.91074452802673,0.0015866864771709253,15.5
21085.5,33.45077107406861,33.45077107406861,66.90154214813722,0.0015865054707283853,15.5
21085.0,33.4508978600598,33.4508978600598,66.9017957201196,0.0015865491394081274,15.5
21084.5,33.450026654109735,33.450026654109735,66.90005330821947,0.0015865453814159478,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21084.0,33.44846623460461,33.44846623460461,66.89693246920922,0.0015865088657683007,15.5
21077.5,33.45218287365972,33.45218287365972,66.90436574731945,0.001587175335448897,15.5
21077.0,33.45295185494152,33.45295185494152,66.90590370988303,0.0015872496121308362,15.5
21076.5,33.45284104634233,33.45284104634233,66.90568209268466,0.0015872820509375025,15.5
21076.0,33.45353878843911,33.45353878843911,66.90707757687822,0.0015873529512916186,15.5
21075.5,33.45266696220847,33.45266696220847,66.90533392441694,0.0015873491988118518,15.5
21075.0,33.453008010274914,33.453008010274914,66.90601602054983,0.001587403141451109,15.5
21074.5,33.45349179842774,33.45349179842774,66.90698359685548,0.0015874638795792427,15.5
21074.0,33.45297663161061,33.45297663161061,66.90595326322122,0.0015874770994631464,15.5
21073.5,33.45317502186609,33.45317502186609,66.90635004373217,0.0015875242687981364,15.5
21073.0,33.45394434303077,33.45394434303077,66.90788868606154,0.0015875986065244042,15.5
21072.5,33.45461858086888,33.45461858086888,66.90923716173776,0.0015876684272096522,15.5
21072.0,33.453936837761844,33.453936837761844,66.90787367552369,0.001587673733177362,15.5
21071.5,33.45368327492288,33.45368327492288,66.90736654984576,0.0015876994146330568,15.5
21071.0,33.454452766705586,33.454452766705586,66.90890553341117,0.0015877737829634341,15.5
21070.5,33.45522233172439,33.45522233172439,66.91044466344879,0.001587848161857404,15.5
21070.0,33.45584920122757,33.45584920122757,66.91169840245514,0.0015879157566871323,15.5
21069.5,33.45657131410306,33.45657131410306,66.91314262820612,0.0015879878909753331,15.5
21069.0,33.45503277514027,33.45503277514027,66.91006555028054,0.0015879524332802065,15.5
21068.5,33.450852490481225,33.450852490481225,66.90170498096245,0.0015877912286855786,15.5
21068.0,33.451622067283026,33.451622067283026,66.90324413456605,0.0015878656266733785,15.5
21067.5,33.45210611186633,33.45210611186633,66.90421222373266,0.0015879264395027774,15.5
21067.0,33.45287582161309,33.45287582161309,66.90575164322618,0.0015880008573397521,15.5
21066.5,33.45359799919855,33.45359799919855,66.9071959983971,0.0015880730193649846,15.5
21066.0,33.45365373757217,33.45365373757217,66.90730747514434,0.0015881134591045672,15.5
21065.5,33.453114356515044,33.453114356515044,66.90622871303009,0.0015881255677223454,15.5
21065.0,33.45076565875259,33.45076565875259,66.90153131750517,0.0015880515277596026,15.5
21064.5,33.45060700491949,33.45060700491949,66.90121400983898,0.0015880817635860814,15.5
21064.0,33.44744847882756,33.44744847882756,66.89489695765512,0.0015879691512322182,15.5
21063.5,33.4482182233522,33.4482182233522,66.8964364467044,0.0015880435975664763,15.5
21063.0,33.44663078608194,33.44663078608194,66.89326157216388,0.0015880057935482137,15.5
21062.5,33.44723388243991,33.44723388243991,66.89446776487982,0.0015880723119579263,15.5
21062.0,33.446551138258414,33.446551138258414,66.89310227651683,0.0015880775945368779,15.5
21061.5,33.44722573045105,33.44722573045105,66.8944514609021,0.0015881475280774542,15.5
21061.0,33.44228000109973,33.44228000109973,66.88456000219946,0.0015879497574322206,15.5
21060.5,33.44285918879811,33.44285918879811,66.88571837759622,0.0015880151469598262,15.5
21060.0,33.443533701527464,33.443533701527464,66.88706740305493,0.0015880850837344798,15.5
21059.5,33.441921693154754,33.441921693154754,66.88384338630951,0.00158804609853169,15.5
21059.0,33.44226274923744,33.44226274923744,66.88452549847489,0.0015881001569918347,15.5
21058.5,33.442818225620854,33.442818225620854,66.88563645124171,0.001588164436444768,15.5
21058.0,33.443397576936505,33.443397576936505,66.88679515387301,0.0015882298595746185,15.5
21057.5,33.444072276008136,33.444072276008136,66.88814455201627,0.0015882998321208818,15.5
21057.0,33.44319846168568,33.44319846168568,66.88639692337136,0.0015882960234106405,15.5
21056.5,33.44375408853216,33.44375408853216,66.88750817706432,0.0015883603316196996,15.5
21056.0,33.43349251791634,33.43349251791634,66.86698503583268,0.0015879091485570336,15.5
21055.5,33.43421452892742,33.43421452892742,66.86842905785484,0.001587981373932664,15.5
21055.0,33.43238692568039,33.43238692568039,66.86477385136078,0.001587932091834871,15.5
20982.0,33.514464779334666,33.514464779334666,67.02892955866933,0.0015973721357101507,16.0
20981.0,33.51587150278824,33.51587150278824,67.03174300557647,0.0015975153242511076,16.0
20980.0,33.516396568160154,33.516396568160154,67.03279313632031,0.0015976165006988015,16.0
20979.0,33.517279183945845,33.517279183945845,67.03455836789169,0.0015977347308583207,16.0
20978.0,33.51627895890933,33.51627895890933,67.03255791781866,0.0015977632148977132,16.0
20977.0,33.51706631072127,33.51706631072127,67.03413262144254,0.0015978769217544465,16.0
20976.0,33.518449656750576,33.518449656750576,67.03689931350115,0.0015980190539571192,16.0
20975.0,33.51532777115614,33.51532777115614,67.03065554231227,0.0015979463989299197,16.0
20974.0,33.51451797463527,33.51451797463527,67.02903594927054,0.0015979839781926888,16.0
20973.0,33.515686835455114,33.515686835455114,67.03137367091023,0.0015981159086141097,16.0
20972.0,33.51654587068472,33.51654587068472,67.03309174136945,0.0015982330776159802,16.0
20971.0,33.50951313718945,33.50951313718945,67.0190262743789,0.0015979739216590108,16.0
20970.0,33.50886981402003,33.50886981402003,67.01773962804006,0.001598019448424819,16.0
20969.0,33.509776336496735,33.509776336496735,67.01955267299347,0.001598138894338837,16.0
20968.0,33.51096909576498,33.51096909576498,67.02193819152996,0.0015982720034227586,16.0
20967.0,33.508751848142325,33.508751848142325,67.01750369628465,0.001598242480594406,16.0
20966.0,33.507178288657826,33.507178288657826,67.01435657731565,0.0015982436579374112,16.5
20965.0,33.50756021941331,33.50756021941331,67.01512043882661,0.0015983381138815736,16.5
20964.0,33.50882465178401,33.50882465178401,67.01764930356802,0.0015984746768966278,16.5
20963.0,33.505175785908506,33.505175785908506,67.01035157181701,0.001598376862222522,16.5
20962.0,33.50644022516936,33.50644022516936,67.01288045033871,0.0015985134404450816,16.5
20961.0,33.506941462716476,33.506941462716476,67.01388292543295,0.001598613619404412,16.5
20960.0,33.50546278625954,33.50546278625954,67.01092557251908,0.0015986193418702963,16.5
20959.0,33.50660813970133,33.50660813970133,67.01321627940266,0.0015987502690953965,16.5
20958.0,33.5077297452047,33.5077297452047,67.0154594904094,0.0015988800756408213,16.5
20957.0,33.50928090852699,33.50928090852699,67.01856181705398,0.001599030392657329,16.5
20956.0,33.5107367818286,33.5107367818286,67.0214735636572,0.0015991761766561009,16.5
20955.0,33.51092817943211,33.51092817943211,67.02185635886423,0.0015992616292560902,16.5
20954.0,33.51028443256657,33.51028443256657,67.02056886513314,0.0015993072320224584,16.5
20953.0,33.51028492339999,33.51028492339999,67.02056984679999,0.001599383587409316,16.5
20952.0,33.50775582283314,33.50775582283314,67.01551164566628,0.001599339211628712,16.5
20951.0,33.507636866975325,33.507636866975325,67.01527373395065,0.0015994098743186314,16.5
20950.0,33.508210023866354,33.508210023866354,67.01642004773271,0.0015995135817397656,16.5
20949.0,33.50904577784142,33.50904577784142,67.01809155568284,0.001599629834726056,16.5
